match_id,player_slot,account_id,time,key
3497210298,1,105045291,1108,npc_dota_hero_monkey_king
3497210298,1,105045291,1753,npc_dota_hero_monkey_king
3497210298,2,85937380,1617,npc_dota_hero_nyx_assassin
3497210298,2,85937380,1624,npc_dota_hero_monkey_king
3497210298,2,85937380,1743,npc_dota_hero_phoenix
3497210298,2,85937380,1791,npc_dota_hero_nyx_assassin
3497210298,2,85937380,2597,npc_dota_hero_phoenix
3497210298,3,86822085,54,npc_dota_hero_monkey_king
3497210298,3,86822085,297,npc_dota_hero_monkey_king
3497210298,3,86822085,362,npc_dota_hero_monkey_king
3497210298,3,86822085,731,npc_dota_hero_monkey_king
3497210298,3,86822085,1208,npc_dota_hero_nyx_assassin
3497210298,3,86822085,1501,npc_dota_hero_nyx_assassin
3497210298,3,86822085,2048,npc_dota_hero_necrolyte
3497210298,3,86822085,2048,npc_dota_hero_faceless_void
3497210298,3,86822085,2050,npc_dota_hero_nyx_assassin
3497210298,3,86822085,2055,npc_dota_hero_phoenix
3497210298,3,86822085,2302,npc_dota_hero_monkey_king
3497210298,3,86822085,2314,npc_dota_hero_monkey_king
3497210298,3,86822085,2589,npc_dota_hero_necrolyte
3497210298,3,86822085,2609,npc_dota_hero_necrolyte
3497210298,3,86822085,2620,npc_dota_hero_faceless_void
3497210298,4,87063175,1304,npc_dota_hero_nyx_assassin
3497210298,4,87063175,1615,npc_dota_hero_phoenix
3497210298,4,87063175,1889,npc_dota_hero_monkey_king
3497210298,4,87063175,2060,npc_dota_hero_monkey_king
3497210298,4,87063175,2567,npc_dota_hero_nyx_assassin
3497210298,4,87063175,2572,npc_dota_hero_monkey_king
3497210298,128,137193239,593,npc_dota_hero_puck
3497210298,128,137193239,1112,npc_dota_hero_earthshaker
3497210298,129,107803494,793,npc_dota_hero_puck
3497210298,129,107803494,977,npc_dota_hero_arc_warden
3497210298,129,107803494,1781,npc_dota_hero_earthshaker
3497210298,129,107803494,1807,npc_dota_hero_jakiro
3497210298,129,107803494,1887,npc_dota_hero_earthshaker
3497210298,129,107803494,2304,npc_dota_hero_dragon_knight
3497210298,129,107803494,2585,npc_dota_hero_earthshaker
3497210298,130,113800818,551,npc_dota_hero_jakiro
3497210298,130,113800818,806,npc_dota_hero_dragon_knight
3497210298,130,113800818,1493,npc_dota_hero_puck
3497210298,130,113800818,2050,npc_dota_hero_earthshaker
3497210298,131,89423756,778,npc_dota_hero_jakiro
3497321153,0,87063175,1021,npc_dota_hero_nyx_assassin
3497321153,0,87063175,1080,npc_dota_hero_nyx_assassin
3497321153,0,87063175,1565,npc_dota_hero_nyx_assassin
3497321153,0,87063175,1674,npc_dota_hero_doom_bringer
3497321153,0,87063175,1857,npc_dota_hero_death_prophet
3497321153,1,85937380,475,npc_dota_hero_nyx_assassin
3497321153,1,85937380,665,npc_dota_hero_doom_bringer
3497321153,1,85937380,755,npc_dota_hero_doom_bringer
3497321153,1,85937380,917,npc_dota_hero_nyx_assassin
3497321153,1,85937380,1165,npc_dota_hero_doom_bringer
3497321153,1,85937380,1269,npc_dota_hero_monkey_king
3497321153,1,85937380,1816,npc_dota_hero_nyx_assassin
3497321153,1,85937380,1992,npc_dota_hero_nyx_assassin
3497321153,1,85937380,2122,npc_dota_hero_doom_bringer
3497321153,1,85937380,2197,npc_dota_hero_doom_bringer
3497321153,1,85937380,2274,npc_dota_hero_doom_bringer
3497321153,2,85008179,1005,npc_dota_hero_oracle
3497321153,3,105045291,48,npc_dota_hero_oracle
3497321153,3,105045291,837,npc_dota_hero_nyx_assassin
3497321153,3,105045291,1268,npc_dota_hero_oracle
3497321153,3,105045291,1285,npc_dota_hero_doom_bringer
3497321153,3,105045291,2336,npc_dota_hero_doom_bringer
3497321153,4,86822085,436,npc_dota_hero_nyx_assassin
3497321153,4,86822085,1303,npc_dota_hero_death_prophet
3497321153,4,86822085,1519,npc_dota_hero_doom_bringer
3497321153,4,86822085,1536,npc_dota_hero_oracle
3497321153,4,86822085,1854,npc_dota_hero_oracle
3497321153,4,86822085,1911,npc_dota_hero_nyx_assassin
3497321153,4,86822085,2233,npc_dota_hero_monkey_king
3497321153,4,86822085,2295,npc_dota_hero_nyx_assassin
3497321153,4,86822085,2330,npc_dota_hero_monkey_king
3497321153,128,134276083,430,npc_dota_hero_disruptor
3497321153,128,134276083,1009,npc_dota_hero_earthshaker
3497321153,129,113800818,1126,npc_dota_hero_abyssal_underlord
3497321153,130,107803494,188,npc_dota_hero_lina
3497321153,130,107803494,1089,npc_dota_hero_disruptor
3497321153,130,107803494,1230,npc_dota_hero_abyssal_underlord
3497321153,130,107803494,1816,npc_dota_hero_earthshaker
3497321153,132,137193239,223,npc_dota_hero_abyssal_underlord
3497321153,132,137193239,996,npc_dota_hero_lina
3497321153,132,137193239,1146,npc_dota_hero_phantom_lancer
3497321153,132,137193239,1990,npc_dota_hero_disruptor
3497321153,132,137193239,1994,npc_dota_hero_earthshaker
3497321153,132,137193239,2285,npc_dota_hero_disruptor
3497486752,0,105248644,2617,npc_dota_hero_night_stalker
3497486752,0,105248644,2634,npc_dota_hero_medusa
3497486752,0,105248644,2640,npc_dota_hero_witch_doctor
3497486752,1,34505203,589,npc_dota_hero_witch_doctor
3497486752,1,34505203,671,npc_dota_hero_necrolyte
3497486752,1,34505203,1042,npc_dota_hero_witch_doctor
3497486752,1,34505203,1137,npc_dota_hero_broodmother
3497486752,1,34505203,1857,npc_dota_hero_witch_doctor
3497486752,1,34505203,2186,npc_dota_hero_witch_doctor
3497486752,1,34505203,2194,npc_dota_hero_broodmother
3497486752,1,34505203,2238,npc_dota_hero_night_stalker
3497486752,1,34505203,2600,npc_dota_hero_broodmother
3497486752,2,82262664,839,npc_dota_hero_medusa
3497486752,2,82262664,885,npc_dota_hero_night_stalker
3497486752,4,72312627,446,npc_dota_hero_necrolyte
3497486752,4,72312627,488,npc_dota_hero_necrolyte
3497486752,4,72312627,1809,npc_dota_hero_night_stalker
3497486752,4,72312627,1848,npc_dota_hero_broodmother
3497486752,4,72312627,1865,npc_dota_hero_medusa
3497486752,4,72312627,2215,npc_dota_hero_necrolyte
3497486752,4,72312627,2630,npc_dota_hero_broodmother
3497486752,129,84772440,366,npc_dota_hero_venomancer
3497486752,129,84772440,1128,npc_dota_hero_chen
3497486752,129,84772440,1410,npc_dota_hero_alchemist
3497486752,129,84772440,1414,npc_dota_hero_earth_spirit
3497486752,129,84772440,1648,npc_dota_hero_alchemist
3497486752,129,84772440,1839,npc_dota_hero_alchemist
3497486752,129,84772440,2628,npc_dota_hero_chen
3497486752,130,100471531,844,npc_dota_hero_chen
3497486752,130,100471531,1651,npc_dota_hero_earth_spirit
3497486752,131,91443418,863,npc_dota_hero_pugna
3497486752,131,91443418,1147,npc_dota_hero_earth_spirit
3497486752,131,91443418,2012,npc_dota_hero_chen
3497486752,132,113457795,328,npc_dota_hero_alchemist
3497486752,132,113457795,429,npc_dota_hero_alchemist
3497486752,132,113457795,843,npc_dota_hero_venomancer
3497486752,132,113457795,948,npc_dota_hero_venomancer
3497486752,132,113457795,1131,npc_dota_hero_venomancer
3497486752,132,113457795,1859,npc_dota_hero_earth_spirit
